id,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,title_embedding,average_degree_centrality,imdb_score_binned
2811,John Stockwell,84,135,134,525,Jay Hernandez,4000,16929123,Drama|Romance,Kirsten Dunst,Crazy/Beautiful ,21406,6214,Rolando Molina,2,congressman|high school|latino|pacific palisades|school,169,English,USA,PG-13,2001,1000,0,"[-3.11549695e-04 -3.81469174e-04 -1.77323600e-05  1.10223505e-03
  2.00942901e-04  2.50723795e-04  1.58755298e-04  7.50499545e-04
 -1.23121985e-03 -9.48097208e-04 -1.12492358e-03  3.02382105e-05
 -7.43130688e-04  5.26933989e-04  5.43255417e-04  4.61507589e-04
 -9.02814500e-04  4.82952863e-04  2.29296595e-04 -3.00046144e-04
  1.47671311e-03 -4.44476114e-04 -7.53065047e-04  7.16100563e-04
 -3.59811238e-04 -8.72858800e-04 -2.68644624e-04  3.64003557e-04
 -2.78190884e-04 -3.52106406e-04  2.58369953e-04  8.53955062e-05
 -2.77499377e-04  1.59826537e-04  2.52632017e-04 -5.67082607e-04
 -2.91880628e-04 -8.25718103e-04 -1.65452890e-03 -1.88733640e-04
  9.26192559e-04 -9.03872933e-05 -2.02196557e-03 -1.00182625e-03
 -8.14627274e-04  1.77361246e-04 -1.00091216e-03 -1.07944699e-03
  1.55180425e-03  3.60467093e-04 -3.33711941e-04 -1.36859459e-03
  1.75790483e-04  1.71317715e-05 -2.77543673e-04  2.60409521e-04
 -6.21686457e-04 -4.01398749e-04 -6.79701552e-05 -4.15669376e-04
  1.19651796e-03  9.01632229e-05  4.40967589e-04 -1.38247255e-04
 -1.00679335e-03 -1.01718782e-04 -1.29422158e-04 -1.96915399e-03
  8.25131952e-04  6.24674372e-04  1.10975976e-04 -1.53923713e-04
 -2.89487373e-03  2.06517943e-04  1.89149519e-04 -5.37037151e-04
 -1.06249203e-03  2.95745966e-04  2.78518273e-04 -8.09968798e-04
 -1.10853231e-03 -3.51780764e-04 -7.82987685e-04 -1.56535173e-03
 -1.05527672e-03 -1.26553071e-03  9.48096975e-04  1.45036494e-03
  3.82938102e-04 -3.69943918e-05 -6.67079003e-04  1.03008817e-03
 -5.32503007e-04 -1.97387053e-05 -1.15806912e-03 -5.64838760e-04
 -3.25036730e-04 -7.56323454e-04  8.99337814e-04 -1.33242493e-03]",0.002401321,2
2812,Simon Wincer,60,100,23,579,Treat Williams,1000,17300889,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,27648,3855,Kristy Swanson,0,ghost|new york city|phantom|skull|superhero,148,English,Australia,PG,1996,642,0,"[-3.7997812e-03  2.2196844e-03 -1.5347061e-04  2.4292411e-03
  1.5166574e-03 -3.1481921e-03 -1.9150326e-04  2.1778340e-03
  2.7865306e-03 -2.5588635e-03 -1.9159354e-03  8.4816379e-04
  4.1266729e-05  2.4479479e-03 -1.9377504e-03 -1.7456715e-03
  2.4507118e-03  2.1760946e-03 -1.5016095e-03 -3.5882224e-03
 -1.2463443e-03 -2.2724122e-03 -4.0639623e-04  5.1092803e-03
 -6.6800066e-03 -5.4568038e-03 -1.8973319e-03  8.6768478e-04
  1.2252692e-03 -1.9562212e-03  1.1850204e-03 -3.0100972e-03
  5.5574616e-03 -8.0014952e-03 -3.5332362e-03  7.7905017e-03
  1.4009635e-03  6.4963929e-04  3.6568725e-03 -1.0358503e-03
  7.9594422e-03 -5.9857331e-03 -1.7930439e-03 -3.1493099e-03
 -1.9244372e-03 -3.7928727e-03 -1.4984715e-03  4.1033980e-03
  2.6502297e-05  5.6491452e-03 -3.3971225e-03 -4.2191385e-03
  8.3842510e-03 -4.5837723e-03 -7.2021945e-04 -2.1867950e-03
  6.6662971e-03 -7.3110554e-03 -3.0252690e-04  1.4550765e-03
  3.0376138e-03  5.4963166e-04 -2.1469407e-03 -7.1696332e-04
 -8.2773366e-04  4.3472806e-03  4.1506705e-03 -2.8477861e-03
  2.0111890e-03  4.3669939e-03 -1.2556708e-03 -6.0111238e-04
 -3.3231322e-03 -4.6383175e-03 -1.3393809e-03 -4.9026764e-04
 -2.8440583e-05 -2.4490762e-03 -4.0488443e-03 -3.5261671e-04
  1.6998195e-03 -2.5641974e-03 -4.0698769e-03  4.0655956e-04
 -4.0095430e-03 -7.5431140e-03  8.9117484e-03  3.9205598e-03
 -2.5653862e-05 -1.1458861e-03  4.0958840e-03  4.7322661e-03
  7.9442904e-04  2.0782724e-03 -6.5161004e-03  2.9537869e-03
  5.8861016e-03  3.5371870e-04 -3.6994892e-03 -5.9774383e-03]",0.001575867,1
2813,Clay Kaytis,141,97,6,415,Josh Gad,22000,107225164,Action|Animation|Comedy|Family,Peter Dinklage,The Angry Birds Movie ,27130,24350,Keegan-Michael Key,0,butt|downward duck|fish|kingfisher|pig,126,English,USA,PG,2016,1000,14000,"[-3.6253370e-03  1.0376460e-03  3.5163888e-05  9.7565446e-04
  2.6169526e-03 -2.6334934e-03  5.8713887e-04  7.1889744e-04
  1.6192986e-03 -9.6981821e-04 -1.9669838e-03  1.1679110e-03
 -4.1448005e-04  2.5109425e-03 -3.1454999e-03 -1.4698482e-03
 -3.5046024e-04 -9.1473630e-04 -4.9496925e-04 -3.0380620e-03
 -1.5536852e-03 -1.8197141e-03 -1.3526106e-03  2.6642119e-03
 -4.8199226e-03 -1.3848107e-03 -9.7520166e-04  1.7113431e-04
  1.3013588e-03 -1.6578765e-03  1.8057291e-04 -2.4718812e-03
  2.6634552e-03 -5.1520029e-03 -1.9893975e-03  6.2504611e-03
  3.9125246e-04  5.0351641e-04  2.2957867e-03 -7.5952284e-04
  4.5216135e-03 -3.8345479e-03 -1.9792551e-03 -1.7823258e-03
 -1.1505727e-03 -8.2220329e-04 -1.7576604e-03  2.4872771e-03
  9.7101915e-04  2.9531263e-03 -1.3049439e-03 -3.9861025e-03
  5.6284047e-03 -3.6063450e-03 -8.1919011e-04 -1.6086833e-03
  3.6171672e-03 -4.0320843e-03  1.2580237e-04  3.2153892e-04
  2.1077020e-03 -1.4580505e-03 -1.0791572e-03 -1.0615742e-03
 -4.2248587e-04  2.9174003e-03  2.2580149e-03 -2.0443287e-05
  1.1349493e-03  2.5641213e-03 -8.5538300e-04 -6.4181362e-04
 -1.6545441e-03 -3.0625374e-03 -2.8296985e-04  7.7310466e-04
 -9.6794756e-05 -1.6275670e-03 -2.3277053e-03 -3.8328249e-04
  4.1068197e-04 -2.0859237e-03 -2.4951859e-03 -1.1055707e-03
 -9.1620313e-04 -4.8219161e-03  4.7344100e-03  2.3398690e-03
  1.1584186e-04 -1.3523879e-03  4.7368756e-03  2.7510603e-03
  5.8034342e-04  5.2814157e-04 -5.5686105e-03  7.2267617e-04
  2.7888245e-03  8.6329586e-04 -2.2166395e-03 -2.8985925e-03]",0.001425784,2
2814,Eli Roth,303,93,0,581,Takashi Miike,1000,47277326,Horror,Jay Hernandez,Hostel ,138814,2990,Rick Hoffman,0,bratislava|hostel|sadistic horror|torture|travel,1516,English,USA,R,2005,1000,0,"[-3.55950627e-03 -4.82300093e-05 -2.54097884e-03  3.22034676e-03
  1.14348996e-03 -1.88711577e-03  1.07463601e-03  1.34991121e-03
 -3.48250993e-04  4.81558382e-04  2.13184758e-04 -3.10260075e-04
  8.25458148e-04  1.72897344e-04  1.11095479e-03 -6.77401491e-04
  5.78891137e-04 -2.32057500e-04 -1.26175780e-03 -5.46749972e-04
 -1.62396429e-03 -3.11970012e-03 -5.71216631e-04 -1.13639014e-03
 -3.65419663e-04  2.01830175e-03  2.25168397e-03  1.55314943e-03
  1.52424467e-03  1.97857665e-03 -2.12971796e-03 -6.25446730e-04
  3.46636376e-03 -2.68570334e-03  7.56435969e-04  1.13010441e-03
 -2.29470083e-03  1.53855188e-03  7.94608670e-04  8.08188284e-04
  2.27533514e-03  4.32569039e-04  9.46378452e-04  1.29215317e-04
 -1.67592755e-03 -1.90431625e-03 -1.45340839e-03  2.03173328e-03
  2.52674334e-03  1.27335358e-03 -1.80294126e-04 -1.62944337e-03
  1.06626574e-03 -1.51704741e-03  2.01359764e-03 -6.35122797e-06
  1.10119896e-03  1.34950562e-03  9.92538873e-04  3.44073442e-06
 -2.65235174e-03 -1.06135057e-03 -1.22498698e-03 -5.83978370e-04
 -5.59348322e-04  1.70824653e-03  2.07835299e-04  8.30370351e-04
  2.31748942e-04  5.43208589e-05 -4.82495321e-04 -1.63606438e-03
  1.18447642e-04 -1.07218546e-03 -9.83411563e-04 -5.98762235e-05
  1.04454812e-03  1.64275162e-03  9.86448489e-04 -3.18546401e-04
  1.84820138e-03  2.96827842e-04  2.45935447e-03 -2.56475993e-03
  2.66578107e-04  1.08769826e-04  1.34922762e-03  1.27103762e-03
 -9.58314049e-04 -2.67691724e-03  1.37273653e-03  2.24263803e-03
  8.32181831e-04 -1.83808571e-03 -1.56640343e-03  2.68681761e-04
 -6.69754285e-04 -1.72419380e-03 -6.98597229e-04  9.12514770e-06]",0.00120066,2
2815,Nicholas Meyer,112,110,120,664,Kurtwood Smith,12000,74888996,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,0,captain|explosion|klingon|moon|peace,188,English,USA,PG,1991,1000,0,"[-1.7445924e-03  1.9506129e-03  4.7564748e-04  8.0243935e-04
  1.4543082e-03 -2.8098987e-03  9.0535650e-05  3.2729749e-04
  1.0628509e-03 -8.4408489e-04 -1.1871631e-03  3.3769172e-04
 -8.7186176e-04  1.3228459e-03 -1.4537048e-03 -1.1591610e-03
 -3.2561598e-04  1.4031323e-03 -7.6930533e-04 -1.2595562e-03
 -1.1554962e-03 -2.1378996e-03 -1.3824832e-03  2.1079273e-03
 -3.2299196e-03 -3.2172736e-03 -9.6474047e-04 -5.7659688e-04
 -8.5508829e-04 -1.4146304e-03  1.3197843e-03 -1.4806999e-03
  2.9357474e-03 -3.2340279e-03 -2.1139935e-03  5.7782806e-03
  2.1576926e-03  1.3735308e-03  1.6655042e-03 -1.5781140e-03
  4.3254578e-03 -3.6867044e-03 -1.0173647e-03 -2.4574993e-03
 -8.8676647e-04 -1.2147307e-03 -7.3420443e-04  2.4393394e-03
 -1.3905129e-04  3.1824938e-03 -1.7177538e-03 -2.7372844e-03
  4.1701118e-03 -2.2476350e-03 -1.6404219e-03 -2.0868301e-03
  3.6795756e-03 -3.5222359e-03  3.0774382e-04  4.4678510e-04
  1.1872757e-03 -4.6511646e-04 -7.9639797e-04 -6.4716769e-05
  3.6247171e-04  2.4977936e-03  1.8446562e-03 -8.2365889e-04
  6.5067678e-04  3.0623879e-03 -4.2307016e-04 -6.8080722e-04
 -2.1991439e-03 -2.4975494e-03 -6.2841160e-04  1.0563100e-03
 -6.1205716e-04 -1.1063343e-03 -2.3948394e-03  4.5992839e-04
  2.4633303e-03 -2.3284184e-03 -2.4463779e-03 -1.2488979e-04
 -1.3872000e-03 -5.2674655e-03  4.6121394e-03  8.6656300e-04
  5.4902420e-04  1.1073152e-04  2.0213814e-03  3.0947186e-03
  2.6655520e-04  1.8231469e-03 -3.0437708e-03  1.6582180e-03
  3.7346156e-03 -5.7147350e-04 -2.6055814e-03 -4.1889558e-03]",0.001350743,3
2816,John Madden,158,122,108,111,Celia Imrie,220,33071558,Comedy|Drama,Tina Desai,The Second Best Exotic Marigold Hotel ,22369,583,Ronald Pickup,6,sequel,100,English,UK,PG,2015,186,21000,"[-1.7922445e-03  1.5764857e-03  1.0639115e-04  1.1366328e-03
  1.1024087e-03 -8.2985638e-04 -1.8118240e-05  1.2987421e-03
  1.5716120e-03 -2.6504998e-04 -1.7784616e-03 -7.3611079e-04
  8.7040324e-05  1.7674807e-03 -2.3797562e-03 -1.4475604e-03
 -5.6984945e-04  3.9987080e-04  1.4537170e-04 -1.7530977e-03
 -1.1570640e-03 -1.4605160e-03 -1.7349632e-04  1.6923072e-03
 -2.8768778e-03 -1.2243573e-03 -1.1709752e-03 -1.9647593e-04
  4.2824005e-04 -1.0795275e-03  3.9806007e-04 -9.8283426e-04
  2.2412185e-03 -3.1881006e-03 -1.0221790e-03  5.2432218e-03
 -3.2930384e-05 -5.3187314e-04  1.8788528e-03 -8.7206834e-04
  4.7047306e-03 -2.7776267e-03 -9.6741482e-04 -1.4112958e-03
 -3.4158854e-04 -5.7705143e-04 -7.2883145e-04  1.4924736e-03
 -3.6314959e-04  2.6567189e-03 -1.6852636e-03 -2.4868667e-03
  3.4641046e-03 -2.1556045e-03 -6.7888592e-05 -1.4117140e-03
  4.6338229e-03 -3.1010725e-03  1.2906304e-03  6.6748733e-05
  1.2602360e-03  4.6091922e-05 -1.8579235e-03  4.1685227e-04
  2.8062341e-05  2.2584696e-03  2.8124147e-03 -1.2167030e-03
  1.2013622e-03  2.3470174e-03 -6.8387500e-04 -4.7226754e-04
 -1.5174267e-03 -3.2636395e-03  1.4400719e-04  2.2871530e-04
 -5.8874715e-04 -1.9253978e-03 -2.2986566e-03 -1.0672700e-04
  1.0072292e-03 -1.9148909e-03 -8.5507584e-04  4.2058644e-04
 -1.3470658e-03 -4.3760985e-03  3.8773203e-03  1.8299358e-03
  5.0120009e-04 -1.6240446e-03  3.0074355e-03  2.1619105e-03
  1.5103359e-03  1.0022616e-03 -3.9421241e-03  1.9189743e-03
  2.6888300e-03  5.9270090e-04 -2.3017989e-03 -3.1587584e-03]",0.000825454,2
2817,David Slade,231,104,171,0,G.J. Echternkamp,109,1007962,Crime|Drama|Thriller,Odessa Rae,Hard Candy ,131969,117,Patrick Wilson,0,chatting|missing person poster|online dating|photographer|sexual predator,651,English,USA,R,2005,8,12000,"[-1.3236920e-03  2.2794981e-03 -8.6173625e-04  7.4428972e-06
  1.8313579e-03 -7.5017262e-05 -1.3685935e-03  1.4234779e-03
  4.5592847e-04  3.9711737e-04 -3.0633723e-03 -1.9106976e-03
  8.9994865e-07  2.9095295e-03  6.6629867e-04 -2.5031378e-03
  4.7374409e-04  1.9191053e-04  1.7188690e-03 -6.3429696e-05
 -6.3073426e-04 -9.0324401e-04 -2.6440120e-03  1.5153303e-03
 -2.4671862e-03 -7.6207725e-05 -1.2528583e-03 -9.3023368e-04
  4.2082049e-04  6.9568888e-04 -1.2633372e-03 -6.0976250e-04
 -2.1362954e-04 -2.5360577e-03 -8.1043830e-04 -1.8184510e-05
 -6.5014022e-04  5.3316139e-04  1.7579969e-03 -4.4699278e-04
  1.8911881e-03 -2.2473098e-03 -1.4235449e-03 -1.3477694e-03
 -1.3217910e-03 -1.6532817e-03  5.9156836e-04 -5.3220452e-04
  8.3018863e-04 -3.5176112e-05 -2.1007995e-04 -2.3060017e-03
  3.8757219e-03  3.3252564e-04 -1.9690180e-03  9.8270277e-05
  2.6074564e-03 -2.0459234e-03  5.9109938e-04 -1.1890794e-03
 -7.6949911e-04 -1.0353555e-04  1.7955073e-04  5.5789063e-04
  9.8546006e-05  1.9068938e-03 -7.1587105e-04  3.0075206e-04
  1.0586578e-03  3.3133524e-03 -5.8084383e-04  6.1223708e-04
  4.2808801e-04 -2.8777630e-03 -2.1494906e-03  1.3070924e-03
  1.2286568e-05  1.6609550e-04 -1.3695174e-03 -1.4268213e-03
  3.3946710e-03 -1.4308117e-03  7.0115860e-04 -1.5735542e-03
 -6.2169571e-04 -1.7068429e-03  4.1493727e-03  3.1707296e-04
 -1.8288827e-04  4.6506280e-04  1.8783985e-03  5.3451001e-04
 -8.0760627e-04  2.2737258e-03 -3.0491990e-03  1.5797882e-03
  2.1133013e-03 -9.3434914e-04 -2.2586936e-03 -1.8493915e-03]",0.00060033,3
2818,Lance Mungia,51,91,4,0,Stephane Gauger,33,124494,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,Six-String Samurai ,5613,36,Kim De Angelo,1,boy|guitar|orphan|rock 'n' roll|sword,102,English,USA,PG-13,1998,3,0,"[-5.60693792e-04  7.15774600e-04  1.14527368e-03 -7.74107873e-04
 -1.85768367e-04 -2.33392930e-03  7.10931956e-04 -3.42443527e-04
  1.91966537e-03  3.35440389e-04 -1.12460111e-04 -7.27445527e-04
 -3.69022018e-04  2.92282784e-03  1.63207354e-04 -2.06458208e-04
  1.33387744e-04 -2.01823830e-04 -3.24874418e-03 -1.68699119e-03
 -4.82847914e-04 -1.65783428e-03 -1.89383212e-03  1.05678686e-03
 -1.76319666e-03 -1.05021242e-03 -5.04538999e-04 -7.23575358e-04
  1.55929022e-03  9.21549799e-04 -4.71160398e-04 -5.38898807e-04
  6.40549697e-04 -1.38577714e-03 -3.91207141e-05  2.63956632e-03
 -1.05012106e-04 -1.07706830e-04 -3.87257838e-04  2.09280202e-04
  1.16973562e-04 -8.78657564e-04  1.03878230e-03 -1.04296370e-03
 -6.50130678e-04  1.14629926e-04  3.68057983e-04 -7.65833538e-04
 -1.01279380e-04  2.30078178e-04 -4.03089740e-04 -5.89137198e-06
  1.05231628e-03  3.42847634e-04  7.81358394e-04 -4.98855603e-04
  1.43279880e-03 -1.63902109e-03  5.04837837e-04 -3.33900651e-04
  7.58852257e-05  7.39214884e-04 -1.64751918e-03  7.59138959e-04
 -1.75581034e-03  1.14801107e-03 -5.44397917e-05 -4.21561941e-04
  8.71847325e-04  1.08981505e-03 -5.80500811e-04  2.93552876e-04
 -1.45801029e-03 -5.18809538e-05 -1.99562404e-03 -6.09266979e-04
  3.27325572e-04 -1.26806588e-03  2.58991844e-04  8.01615184e-04
  1.65382097e-03  1.12083260e-04 -9.04320739e-04  9.62104124e-04
  4.19410033e-04 -1.31619419e-03  1.79140456e-03  1.35580893e-03
 -1.29216257e-03 -8.37098982e-04 -2.87326344e-04 -5.56302781e-04
 -5.16573898e-04  2.57861847e-03 -1.45687605e-03  1.33025227e-03
  1.30906142e-03 -9.73126618e-04 -7.40884687e-04 -1.35519513e-04]",0.000300165,2
2819,Rob Reiner,87,90,0,767,Rebecca De Mornay,1000,1752214,Comedy|Drama|Romance,Madeline Carroll,Flipped ,60460,4377,Aidan Quinn,0,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,104,English,USA,PG,2010,872,14000,"[ 1.5526835e-04 -4.4459311e-04 -1.0052535e-03 -3.4118394e-04
  3.2433525e-03 -1.3201137e-03 -2.4938892e-04  2.8056998e-03
  2.6144825e-03 -4.7780210e-04  1.0223108e-05 -3.4320532e-04
 -7.3495362e-04  2.9464395e-04  2.6175735e-04  2.5248245e-04
  1.0162316e-03 -1.3980095e-03  1.0622079e-03  2.4939640e-03
 -1.3669262e-03 -7.4294914e-04  2.7002921e-04  2.2409591e-03
 -5.2590086e-04 -1.7550186e-03  5.5471063e-04  6.0863531e-04
  1.3911212e-03  6.1905448e-04  2.5321203e-04 -5.4589333e-04
  1.1602372e-03 -2.4530697e-03  3.4343204e-04  2.3356944e-03
 -2.1270220e-03 -1.2223698e-03 -7.0012349e-05  1.3586199e-03
 -8.2760496e-04 -4.8896123e-04  6.2966178e-04  2.3243187e-03
  1.7299895e-04 -3.0727536e-04 -7.5644581e-04 -3.8576405e-04
  2.1437442e-04  1.6873745e-04  6.9404452e-04 -1.5458605e-03
 -3.5537963e-04  1.4551275e-03  7.3617572e-05 -8.2161522e-04
  1.2659234e-03  6.0751603e-04 -8.6644699e-04 -1.8608962e-04
 -9.8464510e-04  2.1090564e-04 -5.9388479e-04 -1.7412893e-03
  5.1908550e-04 -2.2241024e-03  2.7918725e-04 -4.4504428e-04
  9.7434595e-04  9.4862620e-04  2.2388892e-03  4.6555601e-06
 -2.8592679e-03  4.3600303e-04 -2.4002895e-03  3.6988719e-04
 -3.2046646e-05 -3.1797605e-04 -3.1692500e-03  6.3727406e-04
 -1.0265682e-03  4.2867725e-04 -1.5311146e-03 -4.6599953e-04
 -1.9282980e-03 -7.4643060e-04 -1.2954504e-03  1.4646566e-03
  1.6647656e-03 -4.5458815e-04  1.4660339e-03 -2.2211287e-03
 -1.0147725e-03  6.4712760e-05 -3.9045131e-05 -5.2944809e-04
  1.2639571e-03  5.2754337e-04 -1.6761746e-03 -1.6518700e-03]",0.002326279,3
2820,George P. Cosmatos,84,134,170,472,Dana Delany,2000,56505065,Action|Biography|Drama|History|Romance|Western,Michael Biehn,Tombstone ,95241,4453,Powers Boothe,0,cigar smoking|cowboy|duel|outlaw|tombstone arizona,439,English,USA,R,1993,722,11000,"[ 9.4583939e-04  2.2766688e-03 -6.7870779e-04 -1.2225176e-03
 -1.6602093e-03  1.3430873e-03 -2.4032735e-03 -5.6044280e-04
  3.4688483e-04  9.2762226e-04 -1.2259261e-04  9.7458431e-04
 -1.3466205e-03  5.4327521e-04 -6.1374670e-04 -4.2372342e-04
  1.2347772e-03  2.4480289e-03 -1.0520803e-03  9.9865498e-04
 -1.1545847e-03 -1.7852122e-03 -1.6195328e-03  8.3777070e-04
 -1.1472163e-03 -1.2614188e-03 -9.0937200e-04 -2.4253914e-04
  4.0126886e-04  1.3024114e-04  5.6168553e-04  1.2301797e-03
  8.0002115e-05  1.1335697e-04  3.4478973e-05  2.2667104e-03
 -4.0071452e-04 -1.7868343e-03  1.0984879e-03 -1.4859072e-03
  2.3227352e-04 -1.2689429e-04  5.1487447e-04 -7.9317391e-04
 -1.5911990e-03 -1.7542284e-03  6.7549333e-04  9.7475608e-04
 -2.1886275e-04  4.2661175e-04 -9.8810131e-05  6.2438037e-04
  4.3687969e-04 -1.1511490e-03 -5.4004375e-04 -1.1855704e-03
  3.0291954e-03 -2.3247919e-03 -7.6906133e-04  2.3301110e-04
  4.0993540e-04 -9.2944072e-05 -8.1679679e-04  2.8088235e-04
  2.1881738e-04 -3.2238950e-04 -3.0157558e-04  4.5045093e-04
 -6.0530409e-04  1.0902457e-03  7.1327167e-04 -9.8569505e-04
 -1.1556109e-03 -9.0946007e-04  1.4781485e-03  1.2387236e-03
 -1.3143304e-03  7.7057784e-06 -9.2520914e-04  3.9012308e-04
  2.9271108e-04  5.2751882e-05 -1.3838937e-03 -9.5464563e-04
 -5.8821734e-04 -1.3788629e-03 -2.5396037e-04 -1.5178218e-03
  2.8735801e-04 -2.1756680e-03  4.1570664e-05  3.2557681e-04
  9.3872583e-04 -6.8539067e-04  1.8083674e-04 -2.9231151e-04
  6.9873483e-04 -7.0859984e-05 -1.8092932e-03 -2.4122637e-04]",0.001275702,3
2821,John Lee Hancock,92,127,102,1000,Jay Hernandez,2000,75597042,Drama|Family|Sport,Dennis Quaid,The Rookie ,26434,6657,Angus T. Jones,0,baseball|coach|high school|pitching|texas,174,English,USA,G,2002,1000,0,"[-3.72562511e-03  3.66644561e-03  6.70139096e-04  3.16208834e-03
  1.96367363e-03 -3.07810423e-03  1.23547227e-03  1.72673585e-03
  2.70018145e-03 -1.77742774e-03 -2.29357718e-03  2.77121842e-04
 -3.81235761e-04  2.49569351e-03 -3.05440486e-03 -3.08768102e-03
  1.27288466e-03  1.77125772e-03 -2.93884589e-03 -3.49928346e-03
 -2.32515298e-03 -2.92587862e-03 -9.29791306e-04  3.45756346e-03
 -7.31886551e-03 -4.73443046e-03 -1.75035070e-03  1.66005309e-04
 -4.68456827e-04 -1.27630658e-03  2.04333430e-03 -4.01753653e-03
  5.16822049e-03 -7.37440493e-03 -4.16266965e-03  8.32060166e-03
  3.21672205e-03  3.67756293e-04  4.08058753e-03 -2.08747224e-04
  7.43104285e-03 -5.45488717e-03 -2.50920560e-03 -4.25396906e-03
 -2.87772599e-03 -3.74788907e-03 -2.55311024e-03  4.63717990e-03
  1.64001912e-03  5.17719565e-03 -3.80655867e-03 -3.88986105e-03
  8.04639980e-03 -5.09780459e-03 -9.92172398e-04 -2.54849251e-03
  6.72947709e-03 -6.66505657e-03  9.72663984e-05  1.51255436e-03
  2.87309010e-03 -3.64407955e-04 -2.67757708e-03  1.14838855e-04
 -4.47703816e-04  5.46842581e-03  3.21705360e-03 -2.34386604e-03
  2.43544322e-03  5.22411149e-03 -1.22949714e-03 -6.47273497e-04
 -2.23276205e-03 -3.97646613e-03 -9.54096147e-04  1.11228001e-04
 -1.13817421e-03 -1.54581806e-03 -5.01216017e-03  1.24404163e-04
  3.28497088e-04 -2.69896397e-03 -3.63437529e-03 -4.67085745e-04
 -3.28570092e-03 -7.78505392e-03  9.02445801e-03  1.51828304e-03
  7.53852772e-04 -1.50661822e-03  5.48169715e-03  4.63410094e-03
  1.48625893e-03  1.66696892e-03 -8.08763411e-03  1.67192856e-03
  6.21030852e-03  2.64924660e-04 -1.74177112e-03 -5.94191439e-03]",0.002626445,2
2822,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,2001,14000,14000,"[-4.2161238e-03  3.0999961e-03 -7.1962236e-04  1.3495858e-03
  2.6928876e-03 -3.6394564e-03  1.8024081e-04  3.5312828e-03
  1.9939807e-03 -5.9233519e-04 -1.0549061e-03 -1.0125169e-03
  7.1824914e-05  1.9164376e-03 -2.8906909e-03 -2.0726924e-03
  3.4555473e-04  1.3227058e-03 -1.3672734e-03 -4.0231934e-03
 -1.1403566e-03 -4.9557989e-03 -1.4365662e-03  2.8149860e-03
 -7.1885115e-03 -4.3043848e-03 -1.2217087e-03 -1.3903892e-03
 -1.1457239e-03 -2.7934755e-03  7.7581580e-04 -2.5079946e-03
  6.1655627e-03 -8.1970599e-03 -2.2990936e-03  9.3096513e-03
  6.7938305e-04 -3.4943369e-04  4.0082010e-03 -2.4564955e-03
  9.2058154e-03 -4.1173268e-03 -2.2829317e-03 -3.9605005e-03
 -1.2952585e-03 -4.3534883e-03 -1.9229569e-03  2.3554983e-03
  8.4821880e-04  5.4916767e-03 -1.4788434e-03 -4.0228819e-03
  9.0667279e-03 -5.5620358e-03 -2.0262662e-03 -2.8455192e-03
  6.6051246e-03 -6.5411082e-03  2.6017317e-04  4.2079660e-04
  2.2548791e-03  1.4598533e-03 -6.9280108e-04  4.7661248e-04
 -6.2206644e-04  4.1397111e-03  3.7064340e-03 -2.3643903e-03
  1.2651297e-03  2.8061727e-03 -9.0423442e-04 -4.5001981e-04
 -2.2635041e-03 -3.6858711e-03  8.6125155e-04  1.7069096e-03
 -1.2414472e-03 -1.4913240e-03 -4.7602891e-03  7.5988640e-04
  2.6854638e-03 -3.1364406e-03 -2.8176880e-03 -4.3697321e-04
 -3.7771720e-03 -8.7834708e-03  9.6829543e-03  2.9786595e-03
  5.0079776e-04 -1.5682476e-03  5.6780465e-03  4.4555319e-03
  3.2171556e-03  1.4686728e-03 -6.7395121e-03  1.4761917e-03
  5.2311402e-03  4.5680976e-04 -4.2811008e-03 -6.5945750e-03]",0.003151733,2
